Policy_ID,Policy_Name,Policy_Type,Customer_ID,Customer_Age,Gender,Region,Occupation,Marital_Status,Annual_Premium,Policy_Start_Date,Tenure,Coverage_Amount,Payment_Frequency,Claims_Made,Total_Claim_Amount,Last_Claim_Amount,Last_Claim_Date,Customer_Satisfaction_Level,Policy_Status,Renewal,Number_of_Beneficiaries,Sales_Channel,Policy_Modifications,Policy_Duration_Days,Claim_Frequency,Average_Claim_Amount,Claim_Status,Premium_to_Claim_Ratio,Is_Loyal_Customer,Is_High_Value_Customer,Is_Family_Policy,Risk_Score,Last_Claim_Season,Life_Stage
POL8766,Jeevan Anand,Personal Accident,CUST17766,73.0,Female,East,Retired,Single,27209.545,2021-01-06,21,1575613.13,Semi-Annually,3.0,116848.25,5935.548454160667,2019-04-26,8,Active,Yes,4,Broker,1.0,1910,0.5732984293193717,38949.416666666664,Normal,0.23286223798815983,1,0,1,22.32963939790576,Spring,Senior
POL8767,Jeevan Labh,Motor,CUST17767,49.0,Male,South,Self-employed,Divorced,45478.55,2015-02-07,9,1905731.8,Semi-Annually,3.0,28683.38,8499.426729858229,2016-07-12,10,Active,Yes,4,Agent,0.0,2928,0.3739754098360656,9561.126666666667,Normal,1.585536641776527,1,1,1,3.5756262636612024,Summer,Other
POL8768,Jeevan Labh,Travel,CUST17768,59.0,Male,West,Unemployed,Divorced,13826.34,2014-10-15,2,2439971.09,Monthly,2.0,268403.24,39784.84761747516,2015-10-30,8,Lapsed,No,4,Broker,2.0,3184,0.2292713567839196,134201.62,Normal,0.05151331258147256,1,0,1,30.768587500000002,Fall,Other
POL8769,Jeevan Anand,Agricultural,CUST17769,56.0,Female,North,Retired,Divorced,33339.32,2009-03-14,8,3618229.02,Annually,1.0,53594.24,36655.43383661024,2014-10-02,5,Terminated,Yes,1,Online,0.0,3577,0.10204081632653061,53594.24,Normal,0.6220690880213994,1,0,0,5.4688,Fall,Other
POL8770,Jeevan Anand,Commercial,CUST17770,49.0,Other,Central,Unemployed,Divorced,15725.61,2006-01-10,1,3907060.83,Semi-Annually,1.0,114621.61,7700.215747869371,2016-12-25,10,Terminated,Yes,1,Broker,0.0,2762,0.13215061549601737,114621.61,Normal,0.1371958568720157,1,0,0,15.14731631064446,Winter,Other
POL8771,Jeevan Arogya,Motor,CUST17771,56.0,Other,South,Self-employed,Single,25109.7,1997-08-25,20,862109.42,Quarterly,2.0,151596.38,21519.385283491927,2015-12-09,10,Active,Yes,2,Broker,1.0,3144,0.2321882951653944,75798.19,Normal,0.165635221632601,1,0,1,17.59945251272265,Winter,Other
POL8772,Jeevan Labh,Commercial,CUST17772,30.0,Male,South,Unemployed,Single,23137.57,2013-02-10,23,3768563.49,Quarterly,4.0,151738.26,19030.792766285547,2017-04-15,6,Lapsed,Yes,0,Online,0.0,2651,0.5507355714824594,37934.565,Normal,0.1524834277129578,1,0,0,20.891914334213507,Spring,Other
POL8773,Jeevan Shanti,Health,CUST17773,53.0,Other,South,Self-employed,Divorced,21873.1,2016-04-04,8,3407705.16,Monthly,3.0,191492.31,17158.114896920262,2022-02-12,1,Terminated,Yes,0,Online,1.0,887,1.234498308906426,63830.77,Normal,0.11422443021341169,0,0,0,78.79897762119504,Winter,Other
POL8774,Jeevan Tarun,Health,CUST17774,64.0,Female,East,Retired,Widowed,19302.09,2015-06-19,14,3522475.16,Quarterly,1.0,68529.71,19030.792766285547,2014-07-26,9,Active,Yes,4,Agent,0.0,3645,0.10013717421124829,68529.71,Normal,0.2816601733758978,1,0,1,6.8623715089163255,Summer,Senior
POL8775,Jeevan Tarun,Motor,CUST17775,38.0,Other,East,Self-employed,Single,5684.83,2002-09-10,7,2799410.4,Monthly,4.0,99213.49,17136.849830183837,2023-11-13,3,Terminated,Yes,3,Online,0.0,248,5.887096774193548,24803.3725,Normal,0.057298962066549615,0,0,1,146.01985423387097,Fall,Other
POL8776,Jeevan Labh,Health,CUST17776,73.0,Male,North,Unemployed,Widowed,14657.81,2014-05-24,15,1343178.66,Annually,0.0,105240.99,19030.792766285547,2022-09-22,3,Active,No,2,Online,2.0,665,0.0,105240.99,Claim_Without_Count,0.13927852636125904,0,0,1,0.0,Fall,Senior
POL8777,Jeevan Amar,Motor,CUST17777,33.0,Female,North,Unemployed,Single,49736.97,2002-01-16,9,1816827.84,Annually,2.0,84436.32,33849.880944863544,2023-06-16,3,Lapsed,Yes,4,Agent,0.0,398,1.8341708542713568,42218.16,Normal,0.5890471067426908,0,1,1,77.43531859296483,Summer,Other
POL8778,Jeevan Lakshya,Motor,CUST17778,49.0,Other,East,Unemployed,Divorced,5348.69,2010-08-09,10,3655490.99,Annually,0.0,298024.87,7262.195773575164,2018-01-01,3,Lapsed,Yes,1,Online,2.0,2390,0.0,298024.87,Claim_Without_Count,0.017947126358951182,1,0,0,0.0,Winter,Other
POL8779,Jeevan Rakshak,Commercial,CUST17779,49.0,Other,West,Self-employed,Widowed,8234.76,2015-02-12,18,362285.19,Monthly,4.0,257866.41,19030.792766285547,2015-01-12,10,Active,No,3,Broker,2.0,3475,0.4201438848920863,64466.6025,Normal,0.03193420965530175,1,0,1,27.08524882014388,Winter,Other
POL8780,Jeevan Nidhi,Personal Accident,CUST17780,21.0,Other,Central,Salaried,Married,6453.6,2001-04-10,8,373946.66,Annually,2.0,253931.74,0.0,2014-07-26,10,Lapsed,Yes,4,Online,1.0,3645,0.20027434842249658,126965.87,Normal,0.02541470396729452,1,0,1,25.428006886145404,Summer,Other
POL8781,Jeevan Rakshak,Personal Accident,CUST17781,42.0,Female,Central,Retired,Married,28132.72,1994-07-17,9,3807062.32,Monthly,1.0,115186.17,19030.792766285547,2016-02-11,6,Lapsed,Yes,1,Online,2.0,3080,0.1185064935064935,115186.17,Normal,0.24423696004476927,1,0,0,13.650309107142856,Winter,Established Adult
POL8782,Jeevan Rakshak,Commercial,CUST17782,33.0,Female,South,Unemployed,Single,6658.98,2002-01-31,14,2878519.82,Annually,2.0,165214.17,36189.65944404733,2016-08-03,7,Active,Yes,2,Broker,2.0,2906,0.25120440467997246,82607.085,Normal,0.04030513847571306,1,0,1,20.751263609772884,Summer,Other
POL8783,Jeevan Arogya,Motor,CUST17783,49.0,Female,North,Self-employed,Divorced,29142.45,1996-08-31,4,729286.06,Monthly,0.0,19561.98,9197.909382649144,2022-04-05,9,Lapsed,No,0,Broker,1.0,835,0.0,19561.98,Claim_Without_Count,1.4897495038845763,0,0,0,0.0,Spring,Other
POL8784,Jeevan Shanti,Commercial,CUST17784,27.0,Female,West,Unemployed,Divorced,19687.61,2001-01-28,21,365588.78,Monthly,4.0,55231.74,19030.792766285547,2021-10-15,3,Active,Yes,2,Broker,0.0,1007,1.4498510427010922,13807.935,Normal,0.35645464003125743,0,0,1,20.019448957298906,Fall,Other
POL8785,Jeevan Tarun,Life,CUST17785,48.0,Other,Central,Self-employed,Divorced,44496.45,2021-09-11,9,2611219.07,Quarterly,2.0,294612.34,0.0,2014-07-26,9,Lapsed,Yes,3,Agent,2.0,3645,0.20027434842249658,147306.17,Normal,0.15103389762967837,1,1,1,29.501647215363516,Summer,Other
POL8786,Jeevan Labh,Personal Accident,CUST17786,42.0,Male,South,Self-employed,Divorced,21153.27,2021-01-28,27,4745228.3,Monthly,3.0,127079.25,43766.36578868416,2024-06-12,7,Terminated,No,2,Online,2.0,36,30.416666666666664,42359.75,Normal,0.16645730912009632,0,0,1,1288.4423958333332,Summer,Other
POL8787,Jeevan Amar,Commercial,CUST17787,26.0,Male,South,Self-employed,Single,41893.57,2008-10-21,16,3800031.02,Quarterly,1.0,144509.29,0.0,2014-07-26,2,Active,No,2,Agent,1.0,3645,0.10013717421124829,144509.29,Normal,0.28990226164698474,1,1,1,14.4707519478738,Summer,Other
POL8788,Jeevan Tarun,Personal Accident,CUST17788,68.0,Other,North,Retired,Married,36704.12,2008-01-25,23,2992194.01,Monthly,3.0,167309.36,0.0,2014-07-26,3,Terminated,No,0,Online,0.0,3645,0.3004115226337449,55769.78666666666,Normal,0.21937876039929868,1,0,0,16.753886529492455,Summer,Senior
POL8789,Jeevan Arogya,Commercial,CUST17789,45.0,Other,Central,Unemployed,Widowed,27209.545,2011-12-09,3,4252879.06,Monthly,1.0,266982.12,17824.306560262667,2014-12-02,4,Lapsed,No,2,Online,2.0,3516,0.10381114903299203,266982.12,Normal,0.1019152331249748,1,0,1,27.71572064846416,Winter,Other
POL8790,Jeevan Nidhi,Travel,CUST17790,69.0,Female,Central,Retired,Divorced,24912.66,2008-01-13,29,1653826.2,Monthly,3.0,267208.89,19030.792766285547,2015-05-01,10,Terminated,No,0,Broker,2.0,3366,0.3253119429590018,89069.63,Normal,0.09323290104606924,1,0,0,28.975414393939396,Spring,Senior
POL8791,Jeevan Tarun,Personal Accident,CUST17791,62.0,Male,West,Retired,Married,47962.85,2001-04-21,28,2876312.07,Quarterly,2.0,227480.34,37916.64756728192,2023-04-22,4,Active,Yes,2,Online,1.0,453,1.6114790286975718,113740.17,Normal,0.21084393490883652,0,1,1,183.2898986754967,Spring,Senior
POL8792,Jeevan Anand,Agricultural,CUST17792,31.0,Female,North,Retired,Divorced,34100.63,2020-02-25,19,4666197.89,Monthly,1.0,170746.24,25979.75638011269,2021-05-03,4,Terminated,No,4,Online,2.0,1172,0.31143344709897613,170746.24,Normal,0.19971526166549847,0,0,1,53.176090102389075,Spring,Other
POL8793,Jeevan Lakshya,Health,CUST17793,22.0,Female,North,Salaried,Divorced,22222.11,2017-11-03,17,1554083.07,Semi-Annually,0.0,163573.35,0.0,2014-07-26,4,Active,Yes,1,Online,0.0,3645,0.0,163573.35,Claim_Without_Count,0.13585409848242394,1,0,0,0.0,Summer,Other
POL8794,Jeevan Arogya,Travel,CUST17794,55.0,Other,East,Unemployed,Married,27045.89,2001-01-17,26,820412.94,Annually,1.0,167045.08,29733.81824723466,2016-03-03,2,Terminated,Yes,4,Online,1.0,3059,0.11932003922850605,167045.08,Normal,0.1619077317332543,1,0,1,19.93182549852893,Spring,Established Adult
POL8795,Jeevan Anand,Travel,CUST17795,27.0,Female,Central,Salaried,Married,37863.16,2009-08-03,21,3373444.89,Annually,3.0,242804.16,19030.792766285547,2018-08-25,9,Active,Yes,2,Agent,2.0,2154,0.5083565459610028,80934.72,Normal,0.15594115026694766,1,0,1,41.143694707520886,Summer,Young Family
POL8796,Jeevan Arogya,Personal Accident,CUST17796,55.0,Other,East,Retired,Widowed,44825.3,2010-06-30,17,3460296.17,Annually,1.0,297946.01,34661.97339456475,2018-10-19,5,Terminated,Yes,0,Broker,0.0,2099,0.17389232968080037,297946.01,Normal,0.15044772708988452,1,1,0,51.81052579799905,Fall,Other
POL8797,Jeevan Tarun,Agricultural,CUST17797,45.0,Male,West,Salaried,Single,23264.49,2020-07-23,28,1823481.71,Quarterly,0.0,55094.12,4688.375206768708,2021-08-20,2,Active,No,4,Online,1.0,1063,0.0,55094.12,Claim_Without_Count,0.4222681113701426,0,0,1,0.0,Summer,Other
POL8798,Jeevan Shanti,Agricultural,CUST17798,27.0,Male,South,Retired,Divorced,47432.08,2018-10-27,11,344266.85,Annually,2.0,263619.62,24943.934811985484,2016-11-18,3,Active,No,3,Online,1.0,2799,0.26080743122543765,131809.81,Normal,0.17992621338275203,1,1,1,34.376977956413,Fall,Other
POL8799,Jeevan Amar,Motor,CUST17799,50.0,Female,North,Salaried,Widowed,26525.35,2008-08-06,13,3021582.3,Quarterly,3.0,216336.75,18203.401555450026,2020-05-17,6,Lapsed,Yes,3,Agent,0.0,1523,0.7189757058437294,72112.25,Normal,0.12261139173071611,0,0,1,51.846955843729475,Spring,Other
POL8800,Jeevan Tarun,Travel,CUST17800,65.0,Female,Central,Self-employed,Married,39667.01,2007-07-12,3,274674.07,Semi-Annually,4.0,113608.72,0.0,2014-07-26,2,Lapsed,No,3,Agent,0.0,3645,0.40054869684499317,28402.18,Normal,0.34915462475063536,1,1,1,11.37645618655693,Summer,Senior
POL8801,Jeevan Tarun,Motor,CUST17801,49.0,Male,East,Self-employed,Single,45843.18,2017-04-20,18,1313219.02,Annually,1.0,82109.97,0.0,2014-07-26,9,Lapsed,Yes,1,Broker,1.0,3645,0.10013717421124829,82109.97,Normal,0.5583144166293083,1,1,0,8.222260370370371,Summer,Other
POL8802,Jeevan Shanti,Commercial,CUST17802,48.0,Male,South,Retired,Divorced,14894.76,2017-05-22,26,668425.91,Monthly,4.0,31122.54,12520.76312166902,2020-06-11,8,Active,No,2,Agent,0.0,1498,0.9746328437917222,7780.635,Normal,0.4785843314845125,0,0,1,7.5832624165554074,Summer,Other
POL8803,Jeevan Rakshak,Health,CUST17803,75.0,Male,West,Self-employed,Single,14041.54,1995-10-01,21,597996.4,Monthly,0.0,47630.49,2723.6312762650814,2023-04-02,7,Lapsed,No,1,Agent,1.0,473,0.0,47630.49,Claim_Without_Count,0.29480150214704914,0,0,0,0.0,Spring,Senior
POL8804,Jeevan Labh,Commercial,CUST17804,24.0,Other,Central,Self-employed,Widowed,35685.65,2003-11-27,28,256639.81,Semi-Annually,4.0,170441.02,42291.94759311433,2017-10-09,4,Active,No,1,Broker,2.0,2474,0.5901374292643492,42610.255,Normal,0.2093724268958259,1,0,0,25.14590634599838,Fall,Other
POL8805,Jeevan Shanti,Personal Accident,CUST17805,44.0,Other,Central,Self-employed,Divorced,33446.63,2014-11-17,14,3689512.03,Annually,2.0,32812.82,20911.62193281428,2018-06-29,9,Active,Yes,0,Broker,1.0,2211,0.3301673450927182,16406.41,Normal,1.0193159259094462,1,0,0,5.416860832202623,Summer,Other
POL8806,Jeevan Arogya,Home,CUST17806,25.0,Female,North,Self-employed,Widowed,42278.0,2006-01-14,22,4754762.4,Annually,0.0,202400.68,47532.24612468003,2022-06-06,1,Active,Yes,1,Agent,1.0,773,0.0,202400.68,Claim_Without_Count,0.20888269742967266,0,1,0,0.0,Summer,Other
POL8807,Jeevan Amar,Travel,CUST17807,31.0,Female,North,Unemployed,Married,29365.49,2022-01-17,5,2547906.77,Quarterly,4.0,166320.39,19030.792766285547,2017-07-09,1,Terminated,Yes,4,Online,1.0,2566,0.568978955572876,41580.0975,Normal,0.17655977117417773,1,0,1,23.658200448168355,Summer,Young Family
POL8808,Jeevan Umang,Agricultural,CUST17808,25.0,Female,East,Salaried,Single,37697.37,2020-03-10,29,3904886.95,Semi-Annually,2.0,154611.28,38906.21864009647,2018-07-03,4,Lapsed,Yes,0,Online,0.0,2207,0.3307657453556865,77305.64,Normal,0.24382030858291842,1,0,0,25.57005763479837,Summer,Other
POL8809,Jeevan Tarun,Travel,CUST17809,71.0,Female,East,Retired,Widowed,27209.545,2007-10-04,28,2259072.91,Monthly,2.0,98539.06,17778.677648212364,2020-02-18,4,Active,No,0,Online,0.0,1612,0.45285359801488834,49269.53,Normal,0.27612953685574027,0,0,0,22.31188393300248,Winter,Senior
POL8810,Jeevan Amar,Travel,CUST17810,20.0,Male,West,Salaried,Divorced,29539.7,2015-07-12,26,2298265.31,Quarterly,3.0,185416.64,41784.95394090561,2019-11-02,9,Lapsed,Yes,0,Broker,1.0,1720,0.6366279069767442,61805.54666666667,Normal,0.1593152588678125,0,0,0,39.34713581395349,Fall,Other
POL8811,Jeevan Nidhi,Motor,CUST17811,21.0,Female,South,Salaried,Single,5459.92,2018-04-23,3,3833410.18,Annually,2.0,30486.14,37229.77545390008,2016-01-07,7,Lapsed,Yes,3,Broker,1.0,3115,0.23434991974317818,15243.07,Normal,0.1790951560282804,1,0,1,3.572212231139647,Winter,Young Single
POL8812,Jeevan Lakshya,Commercial,CUST17812,37.0,Female,West,Self-employed,Divorced,35687.04,2016-11-09,24,3544804.23,Quarterly,0.0,210494.77,1985.9969191500627,2021-08-03,8,Active,No,4,Agent,1.0,1080,0.0,210494.77,Claim_Without_Count,0.1695388441242507,0,0,1,0.0,Summer,Other
POL8813,Jeevan Lakshya,Life,CUST17813,30.0,Female,Central,Self-employed,Divorced,48676.69,1999-01-04,24,734914.23,Monthly,1.0,268661.87,25947.99984286868,2024-03-06,2,Active,Yes,3,Online,2.0,134,2.7238805970149254,268661.87,Normal,0.18118198164853094,0,1,1,731.8028548507463,Spring,Other
POL8814,Jeevan Rakshak,Motor,CUST17814,23.0,Male,East,Self-employed,Widowed,12894.73,2014-02-13,26,4606464.74,Semi-Annually,0.0,204042.13,7699.393779338304,2014-10-04,4,Terminated,No,1,Agent,0.0,3575,0.0,204042.13,Claim_Without_Count,0.06319640948660946,1,0,0,0.0,Fall,Other
POL8815,Jeevan Anand,Commercial,CUST17815,21.0,Female,West,Salaried,Divorced,11149.25,1998-12-31,3,4904630.27,Monthly,1.0,245763.47,39912.90728379799,2019-10-09,6,Lapsed,Yes,2,Agent,2.0,1744,0.20928899082568808,245763.47,Normal,0.045365773847512815,0,0,1,51.43558861811927,Fall,Other
POL8816,Jeevan Arogya,Motor,CUST17816,38.0,Female,West,Self-employed,Divorced,26310.72,2005-12-09,3,390752.57,Quarterly,2.0,62014.17,19030.792766285547,2014-07-26,8,Terminated,Yes,0,Online,0.0,3645,0.20027434842249658,31007.085,Normal,0.4242694855062964,1,0,0,6.209923744855967,Summer,Other
POL8817,Jeevan Nidhi,Motor,CUST17817,39.0,Male,North,Salaried,Single,25087.79,2023-12-12,29,754569.85,Monthly,2.0,109218.31,45599.58359167302,2024-06-26,10,Lapsed,No,3,Agent,0.0,22,33.18181818181818,54609.155,Normal,0.22970315142213793,0,0,1,1812.031052272727,Summer,Other
POL8818,Jeevan Tarun,Health,CUST17818,60.0,Other,West,Retired,Widowed,24926.65,2004-09-17,5,4728264.53,Quarterly,0.0,261044.6,14594.197739647048,2019-09-28,8,Active,No,0,Agent,2.0,1755,0.0,261044.6,Claim_Without_Count,0.0954880890085449,0,0,0,0.0,Fall,Senior
POL8819,Jeevan Lakshya,Health,CUST17819,68.0,Female,South,Unemployed,Widowed,18069.44,2007-01-10,29,2828595.14,Semi-Annually,0.0,80781.1,19030.792766285547,2021-08-18,8,Terminated,Yes,1,Agent,0.0,1065,0.0,80781.1,Claim_Without_Count,0.22368400529331733,0,0,0,0.0,Summer,Senior
POL8820,Jeevan Amar,Home,CUST17820,36.0,Female,West,Retired,Widowed,27209.545,1996-03-14,19,3565241.21,Annually,1.0,182176.54,33813.87717554696,2019-07-07,4,Terminated,Yes,0,Broker,1.0,1838,0.1985854189336235,182176.54,Normal,0.14935811713187658,1,0,0,36.177604515778015,Summer,Other
POL8821,Jeevan Umang,Travel,CUST17821,40.0,Other,South,Retired,Divorced,46529.24,1998-12-25,25,1914029.16,Annually,4.0,175091.36,43509.85702176013,2021-06-23,6,Active,No,1,Broker,1.0,1121,1.3024085637823373,43772.84,Normal,0.26574263858593594,0,1,0,57.010121677074046,Summer,Other
POL8822,Jeevan Shanti,Home,CUST17822,34.0,Other,South,Self-employed,Widowed,20688.02,2007-09-26,19,1789377.24,Monthly,2.0,158582.75,0.0,2014-07-26,4,Active,Yes,3,Broker,0.0,3645,0.20027434842249658,79291.375,Normal,0.13045567692576904,1,0,1,15.880028463648836,Summer,Other
POL8823,Jeevan Tarun,Life,CUST17823,21.0,Female,Central,Salaried,Widowed,23326.12,2005-05-23,21,3292839.38,Semi-Annually,0.0,213401.29,19030.792766285547,2019-04-27,2,Lapsed,Yes,0,Broker,2.0,1909,0.0,213401.29,Claim_Without_Count,0.10930636829796107,1,0,0,0.0,Spring,Other
POL8824,Jeevan Amar,Health,CUST17824,49.0,Female,West,Self-employed,Single,23963.7,1999-09-21,6,3531102.49,Monthly,4.0,204027.32,46062.68513212799,2020-08-27,8,Terminated,No,1,Online,2.0,1421,1.027445460942998,51006.83,Normal,0.11745338810508318,0,0,0,52.40673596059114,Summer,Other
POL8825,Jeevan Amar,Motor,CUST17825,68.0,Other,East,Self-employed,Widowed,10752.31,2016-11-15,25,369167.98,Annually,3.0,145881.81,0.0,2014-07-26,10,Terminated,No,4,Online,1.0,3645,0.3004115226337449,48627.27,Normal,0.07370562512214511,1,0,1,14.608192222222222,Summer,Senior
POL8826,Jeevan Lakshya,Health,CUST17826,46.0,Female,Central,Unemployed,Married,27209.545,2008-07-08,25,4935468.99,Annually,3.0,213768.51,42118.84873459499,2021-11-12,7,Terminated,Yes,2,Broker,0.0,979,1.118488253319714,71256.17,Normal,0.12728509451649356,0,0,1,79.69918912155259,Fall,Established Adult
POL8827,Jeevan Tarun,Health,CUST17827,48.0,Female,North,Self-employed,Married,5577.39,2021-03-16,10,3415373.66,Quarterly,2.0,175190.73,38987.14766535672,2024-06-30,1,Lapsed,No,4,Broker,2.0,18,40.55555555555555,87595.365,Normal,0.031836102286918945,0,0,1,3552.4786916666662,Summer,Established Adult
POL8828,Jeevan Labh,Commercial,CUST17828,38.0,Other,West,Salaried,Divorced,27379.59,2023-03-21,5,361711.35,Monthly,2.0,272749.83,7223.133867872511,2021-04-06,5,Terminated,No,2,Agent,2.0,1199,0.6088407005838198,136374.915,Normal,0.1003835272784588,0,0,1,83.03059879065889,Spring,Other
POL8829,Jeevan Labh,Life,CUST17829,67.0,Male,Central,Self-employed,Widowed,29942.24,2013-11-04,21,353768.19,Annually,0.0,208827.38,27371.387209093005,2017-11-16,2,Lapsed,Yes,1,Online,0.0,2436,0.0,208827.38,Claim_Without_Count,0.14338273075111127,1,0,0,0.0,Fall,Senior
POL8830,Jeevan Tarun,Agricultural,CUST17830,27.0,Other,North,Salaried,Single,14608.23,2022-09-30,25,4758026.95,Semi-Annually,3.0,158308.07,19030.792766285547,2017-10-22,9,Lapsed,Yes,4,Broker,0.0,2461,0.44494108086143846,52769.35666666667,Normal,0.09227722882352112,1,0,1,23.47925459162942,Fall,Other
POL8831,Jeevan Tarun,Personal Accident,CUST17831,58.0,Other,Central,Retired,Divorced,24034.77,2008-02-20,8,1467147.02,Semi-Annually,4.0,98312.99,544.2264623570503,2022-06-08,6,Terminated,No,4,Online,1.0,771,1.8936446173800259,24578.2475,Normal,0.24447196652243003,0,0,1,46.54246608300908,Summer,Other
POL8832,Jeevan Rakshak,Life,CUST17832,54.0,Male,Central,Retired,Single,36096.67,2020-12-08,8,1603681.01,Semi-Annually,1.0,175890.77,19030.792766285547,2018-08-24,5,Terminated,No,4,Online,2.0,2155,0.16937354988399073,175890.77,Normal,0.20522208186364754,1,0,1,29.791244106728538,Summer,Other
POL8833,Jeevan Nidhi,Travel,CUST17833,63.0,Female,Central,Unemployed,Divorced,16667.07,2012-10-02,6,2449967.14,Monthly,3.0,282309.79,22061.8161022829,2014-12-24,1,Terminated,Yes,3,Agent,0.0,3494,0.31339439038351463,94103.26333333332,Normal,0.05903822889032648,1,0,1,29.49143484544934,Winter,Senior
POL8834,Jeevan Nidhi,Commercial,CUST17834,27.0,Female,South,Retired,Divorced,21524.39,2003-11-23,7,1017650.99,Quarterly,1.0,293463.16,41823.59302174014,2019-07-06,8,Lapsed,No,4,Agent,2.0,1839,0.1984774333877107,293463.16,Normal,0.07334613993797381,1,0,1,58.24581479064708,Summer,Other
POL8835,Jeevan Arogya,Health,CUST17835,53.0,Female,West,Salaried,Divorced,36684.24,2015-11-12,13,269452.61,Monthly,2.0,75178.25,19030.792766285547,2017-04-20,5,Active,Yes,1,Agent,0.0,2646,0.2758881330309902,37589.125,Normal,0.48796347347803387,1,0,0,10.370393518518519,Spring,Other
POL8836,Jeevan Umang,Life,CUST17836,45.0,Male,North,Retired,Married,27209.545,2018-01-05,19,1623802.99,Monthly,1.0,57175.63,2220.931773671403,2024-01-10,6,Lapsed,No,0,Broker,0.0,190,1.9210526315789473,57175.63,Normal,0.47589410033610474,0,0,0,109.83739447368421,Winter,Established Adult
POL8837,Jeevan Rakshak,Home,CUST17837,37.0,Other,West,Unemployed,Single,27777.97,1998-09-17,12,784318.93,Semi-Annually,1.0,221848.6,16637.739578965706,2015-06-23,8,Lapsed,No,4,Agent,0.0,3313,0.11017204950196197,221848.6,Normal,0.12521138289806652,1,0,1,24.44151494114096,Summer,Other
POL8838,Jeevan Anand,Health,CUST17838,40.0,Male,Central,Retired,Divorced,44069.01,2002-09-29,24,3089890.91,Annually,1.0,265085.64,0.0,2014-07-26,7,Terminated,Yes,0,Broker,2.0,3645,0.10013717421124829,265085.64,Normal,0.16624442576368906,1,1,0,26.544926913580248,Summer,Other
POL8839,Jeevan Shanti,Motor,CUST17839,21.0,Male,South,Retired,Single,8167.07,2022-11-19,8,663085.67,Quarterly,0.0,273429.71,1557.9265120132743,2019-01-23,7,Lapsed,No,0,Broker,1.0,2003,0.0,273429.71,Claim_Without_Count,0.029868992656284496,1,0,0,0.0,Winter,Young Single
POL8840,Jeevan Tarun,Travel,CUST17840,75.0,Other,East,Retired,Married,28673.35,2004-04-29,8,4819982.3,Quarterly,0.0,156153.44,394.2783726091748,2020-12-26,10,Lapsed,Yes,2,Online,1.0,1300,0.0,156153.44,Claim_Without_Count,0.18362291602413625,0,0,1,0.0,Winter,Senior
POL8841,Jeevan Lakshya,Health,CUST17841,73.0,Other,Central,Unemployed,Divorced,36488.51,1994-07-17,28,3863257.84,Semi-Annually,4.0,133743.34,48994.37526643406,2015-01-02,5,Lapsed,No,2,Broker,0.0,3485,0.41893830703012913,33435.835,Normal,0.2728248748685355,1,0,1,14.007552109038738,Winter,Senior
POL8842,Jeevan Anand,Travel,CUST17842,66.0,Other,East,Salaried,Single,17426.57,2000-01-20,13,4330464.38,Annually,3.0,180784.97,13118.120572256705,2023-01-17,6,Active,Yes,0,Agent,2.0,548,1.998175182481752,60261.65666666667,Normal,0.09639390929456138,0,0,0,120.41334680656936,Winter,Senior
POL8843,Jeevan Tarun,Agricultural,CUST17843,43.0,Male,South,Retired,Divorced,27209.545,1998-12-19,17,3367033.82,Monthly,3.0,130842.17,0.0,2014-07-26,1,Active,No,2,Online,2.0,3645,0.3004115226337449,43614.056666666664,Normal,0.20795699887887825,1,0,1,13.102165171467764,Summer,Other
POL8844,Jeevan Anand,Travel,CUST17844,49.0,Other,South,Unemployed,Widowed,27435.58,2002-08-13,9,4622310.41,Annually,2.0,190307.92,7921.54012986031,2021-02-13,7,Active,Yes,1,Agent,2.0,1251,0.583533173461231,95153.96,Normal,0.14416415249559766,0,0,0,55.525492246203044,Winter,Other
POL8845,Jeevan Shanti,Life,CUST17845,60.0,Female,East,Self-employed,Single,20341.54,2020-10-26,4,2091132.56,Annually,4.0,155458.77,0.0,2014-07-26,4,Active,No,3,Broker,1.0,3645,0.40054869684499317,38864.6925,Normal,0.13084845583172955,1,0,1,15.56720193415638,Summer,Senior
POL8846,Jeevan Lakshya,Life,CUST17846,39.0,Other,South,Retired,Divorced,24073.89,2014-11-08,4,624821.67,Quarterly,0.0,131859.34,43627.482018610455,2018-10-28,10,Lapsed,Yes,3,Agent,1.0,2090,0.0,131859.34,Claim_Without_Count,0.18257250491319008,1,0,1,0.0,Fall,Other
POL8847,Jeevan Lakshya,Health,CUST17847,63.0,Male,East,Salaried,Married,36095.8,2005-12-04,13,3073041.9,Quarterly,2.0,40952.59,15446.90465127786,2023-01-23,7,Terminated,Yes,1,Online,1.0,542,1.3468634686346863,20476.295,Normal,0.8814045705045763,0,0,0,27.578773708487084,Winter,Senior
POL8848,Jeevan Lakshya,Travel,CUST17848,45.0,Other,South,Retired,Widowed,21780.01,1997-12-21,2,4129513.29,Monthly,0.0,224272.2,14707.628929010198,2023-12-31,6,Active,Yes,2,Agent,0.0,200,0.0,224272.2,Claim_Without_Count,0.09711417643381569,0,0,1,0.0,Winter,Other
POL8849,Jeevan Lakshya,Home,CUST17849,49.0,Female,East,Unemployed,Widowed,6237.06,2019-01-27,9,4512726.4,Semi-Annually,1.0,136996.03,44248.41190345376,2023-08-16,10,Active,No,1,Broker,0.0,337,1.083086053412463,136996.03,Normal,0.045527304696347776,0,0,0,148.3784894658754,Summer,Other
